Time (s),Position X (m),Position Y (m),Velocity (m/s),Heading,Length (m),Width (m),Vehicle Number,TDM (s),MFD (m),EI (m/s)
11.2729,-0.7402,3.25902,9.0245,1.54745204,4.72,1.83,1,,,
11.2729,36.878,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.2829,-0.738437,3.34034,9.05175,1.547554995,4.72,1.83,1,,,
11.2829,37.0451,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.2929,-0.736323,3.43837,9.084472222,1.547677145,4.72,1.83,1,,,
11.2929,37.2122,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.3029,-0.734366,3.5296,9.11475,1.547792315,4.72,1.83,1,,,
11.3029,37.3791,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.3129,-0.732401,3.62169,9.145166667,1.547907485,4.72,1.83,1,,,
11.3129,37.5458,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.3229,-0.730448,3.71369,9.175416667,1.5480244,4.72,1.83,1,,,
11.3229,37.7125,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.3329,-0.728508,3.80567,9.205472222,1.548141315,4.72,1.83,1,,,
11.3329,37.8793,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.3429,-0.726581,3.8975,9.235361111,1.54825823,4.72,1.83,1,,,
11.3429,38.046,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.3529,-0.724637,3.99068,9.265527778,1.54837689,4.72,1.83,1,,,
11.3529,38.2126,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.3629,-0.722699,4.08412,9.295638889,1.548497295,4.72,1.83,1,,,
11.3629,38.3792,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.3729,-0.720823,4.17514,9.324805556,1.54861421,4.72,1.83,1,,,
11.3729,38.5458,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.3829,-0.71892,4.26801,9.354444444,1.54873636,4.72,1.83,1,,,
11.3829,38.7124,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.3929,-0.717003,4.36217,9.384333333,1.54885851,4.72,1.83,1,,,
11.3929,38.8789,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.4029,-0.715067,4.45778,9.414527778,1.54898415,4.72,1.83,1,,,
11.4029,39.0454,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.4129,-0.713177,4.55181,9.444055556,1.549108045,4.72,1.83,1,,,
11.4129,39.2117,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.4229,-0.711291,4.64617,9.473527778,1.54923194,4.72,1.83,1,,,
11.4229,39.3781,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.4329,-0.709396,4.74159,9.503166667,1.54935758,4.72,1.83,1,,,
11.4329,39.5444,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.4429,-0.707518,4.83673,9.532583333,1.54948322,4.72,1.83,1,,,
11.4429,39.7108,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.4529,-0.705662,4.93142,9.561694444,1.54960886,4.72,1.83,1,,,
11.4529,39.8773,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.4629,-0.703769,5.02856,9.591416667,1.54973799,4.72,1.83,1,,,
11.4629,40.0438,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.4729,-0.701904,5.12494,9.620805556,1.549865375,4.72,1.83,1,,,
11.4729,40.2104,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.4829,-0.700053,5.22112,9.650027778,1.54999276,4.72,1.83,1,,,
11.4829,40.3769,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.4929,-0.698262,5.31493,9.678416667,1.550116655,4.72,1.83,1,,,
11.4929,40.5435,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.503,-0.696356,5.41534,9.708722222,1.550249275,4.72,1.83,1,,,
11.503,40.708,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.513,-0.694596,5.50873,9.736805556,1.55037317,4.72,1.83,1,,,
11.513,40.8718,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.523,-0.692783,5.60551,9.765861111,1.5505023,4.72,1.83,1,,,
11.523,41.0355,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.533,-0.690921,5.70575,9.795833333,1.550636665,4.72,1.83,1,,,
11.533,41.1992,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.543,-0.689099,5.80448,9.825277778,1.550769285,4.72,1.83,1,,,
11.543,41.363,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.553,-0.687295,5.903,9.854555556,1.55090365,4.72,1.83,1,,,
11.553,41.5306,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.563,-0.685507,6.00136,9.883722222,1.551038015,4.72,1.83,1,,,
11.563,41.7007,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.573,-0.683726,6.10024,9.912972222,1.551174125,4.72,1.83,1,,,
11.573,41.8708,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.583,-0.681965,6.19879,9.942027778,1.551313725,4.72,1.83,1,,,
11.583,42.0409,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.593,-0.680179,6.29966,9.97175,1.551456815,4.72,1.83,1,,,
11.593,42.211,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.603,-0.678411,6.40042,10.00122222,1.551603395,4.72,1.83,1,,,
11.603,42.3786,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.613,-0.67677,6.49849,10.00125,1.55174474,4.72,1.83,1,,,
11.613,42.5453,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.623,-0.675397,6.59846,9.976305556,1.55184944,4.72,1.83,1,,,
11.623,42.712,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.633,-0.674213,6.69727,10.00944444,1.55204837,4.72,1.83,1,,,
11.633,42.8786,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.643,-0.673015,6.79857,10.03633333,1.55222287,4.72,1.83,1,,,
11.643,43.0453,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.653,-0.672033,6.89775,10.06433333,1.552402605,4.72,1.83,1,,,
11.653,43.2123,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.663,-0.671281,6.99585,10.09319444,1.55268006,4.72,1.83,1,,,
11.663,43.3795,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.673,-0.670663,7.10061,10.12516667,1.553093625,4.72,1.83,1,,,
11.673,43.5467,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.683,-0.670189,7.20361,10.15702778,1.553599675,4.72,1.83,1,,,
11.683,43.7139,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.693,-0.669843,7.30499,10.18836111,1.554189485,4.72,1.83,1,,,
11.693,43.8811,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.703,-0.669576,7.40632,10.21947222,1.55484037,4.72,1.83,1,,,
11.703,44.0452,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.713,-0.669366,7.50817,10.25058333,1.55554535,4.72,1.83,1,,,
11.713,44.2081,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.723,-0.669192,7.61114,10.28194444,1.556297445,4.72,1.83,1,,,
11.723,44.371,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.733,-0.669031,7.71404,10.31319444,1.557089675,4.72,1.83,1,,,
11.733,44.5339,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.743,-0.668854,7.8193,10.34516667,1.55792902,4.72,1.83,1,,,
11.743,44.6968,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.753,-0.668653,7.92178,10.37647222,1.558771855,4.72,1.83,1,,,
11.753,44.864,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.763,-0.668403,8.02758,10.40877778,1.55965308,4.72,1.83,1,,,
11.763,45.0341,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.773,-0.668132,8.12107,10.43691667,1.560429605,4.72,1.83,1,,,
11.773,45.2043,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.783,-0.667748,8.23079,10.46927778,1.561323045,4.72,1.83,1,,,
11.783,45.3744,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.793,-0.667288,8.34063,10.50116667,1.5621938,4.72,1.83,1,,,
11.793,45.5445,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.803,-0.666773,8.44609,10.53130556,1.56300697,4.72,1.83,1,,,
11.803,45.7098,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.813,-0.666176,8.55166,10.56102778,1.56379222,4.72,1.83,1,,,
11.813,45.8732,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.823,-0.665517,8.65698,10.59044444,1.564547805,4.72,1.83,1,,,
11.823,46.0366,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.833,-0.664806,8.76266,10.61980556,1.565277215,4.72,1.83,1,,,
11.833,46.2,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.843,-0.664043,8.87067,10.64963889,1.5659979,4.72,1.83,1,,,
11.843,46.3634,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.853,-0.663287,8.97526,10.67863889,1.566673215,4.72,1.83,1,,,
11.853,46.5292,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.863,-0.66253,9.08081,10.70886111,1.56734155,4.72,1.83,1,,,
11.863,46.6964,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.873,-0.661768,9.19165,10.73102778,1.56803606,4.72,1.83,1,,,
11.873,46.8636,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.883,-0.661346,9.29368,10.71436111,1.56827338,4.72,1.83,1,,,
11.883,47.0308,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.8931,-0.661278,9.39519,10.75213889,1.56814425,4.72,1.83,1,,,
11.8931,47.198,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.9031,-0.661488,9.50809,10.79183333,1.567999415,4.72,1.83,1,,,
11.9031,47.3646,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.9131,-0.661975,9.61749,10.83361111,1.56793136,4.72,1.83,1,,,
11.9131,47.5308,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.9231,-0.662761,9.73113,10.87347222,1.567898205,4.72,1.83,1,,,
11.9231,47.6969,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.9331,-0.66374,9.83493,10.90616667,1.567831895,4.72,1.83,1,,,
11.9331,47.8631,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.9431,-0.664922,9.94248,10.93730556,1.56776384,4.72,1.83,1,,,
11.9431,48.0292,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.9531,-0.666296,10.0552,10.96658333,1.56771847,4.72,1.83,1,,,
11.9531,48.1957,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.9631,-0.667764,10.168,10.99336111,1.56770451,4.72,1.83,1,,,
11.9631,48.3624,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.9731,-0.669255,10.2772,11.01530556,1.567727195,4.72,1.83,1,,,
11.9731,48.5291,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.9831,-0.670783,10.387,11.03577778,1.567796995,4.72,1.83,1,,,
11.9831,48.6957,-1.7,16.66666667,0.0,4.72,1.83,4,,,
11.9931,-0.672333,10.4979,11.05752778,1.567915655,4.72,1.83,1,,,
11.9931,48.8624,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.0031,-0.673883,10.6097,11.08086111,1.56807794,4.72,1.83,1,,,
12.0031,49.0316,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.0131,-0.675388,10.7207,11.10511111,1.56827687,4.72,1.83,1,,,
12.0131,49.2024,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.0231,-0.676786,10.8269,11.12908333,1.568491505,4.72,1.83,1,,,
12.0231,49.3732,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.0331,-0.678126,10.9325,11.15433333,1.56872708,4.72,1.83,1,,,
12.0331,49.544,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.0431,-0.679581,11.0526,11.18569444,1.569021985,4.72,1.83,1,,,
12.0431,49.7148,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.0531,-0.680852,11.1647,11.21922222,1.569325615,4.72,1.83,1,,,
12.0531,49.8826,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.0631,-0.682061,11.2778,11.25747222,1.56965542,4.72,1.83,1,,,
12.0631,50.0492,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.0731,-0.683186,11.3898,11.29980556,1.57000093,4.72,1.83,1,,,
12.0731,50.2158,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.0831,-0.684271,11.5045,11.34772222,1.570376105,4.72,1.83,1,,,
12.0831,50.3824,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.0931,-0.685281,11.6182,11.39958333,1.57076524,4.72,1.83,1,,,
12.0931,50.549,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.1031,-0.686242,11.7317,11.45366667,1.5711631,4.72,1.83,1,,,
12.1031,50.7158,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.1131,-0.687192,11.8483,11.51041667,1.571576665,4.72,1.83,1,,,
12.1131,50.8827,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.1231,-0.688107,11.9643,11.56719444,1.57199372,4.72,1.83,1,,,
12.1231,51.0495,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.1331,-0.688971,12.0772,11.62263889,1.57240554,4.72,1.83,1,,,
12.1331,51.2164,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.1431,-0.689842,12.193,11.68011111,1.572833065,4.72,1.83,1,,,
12.1431,51.3832,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.1531,-0.69072,12.3107,11.74036111,1.573269315,4.72,1.83,1,,,
12.1531,51.55,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.1631,-0.691619,12.4306,11.80411111,1.573709055,4.72,1.83,1,,,
12.1631,51.7167,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.1731,-0.692511,12.5474,11.86788889,1.57411913,4.72,1.83,1,,,
12.1731,51.8834,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.1831,-0.693447,12.6666,11.93383333,1.574518735,4.72,1.83,1,,,
12.1831,52.0501,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.1931,-0.694422,12.7868,12.00069444,1.574902635,4.72,1.83,1,,,
12.1931,52.2168,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.2031,-0.695446,12.9089,12.06875,1.57527781,4.72,1.83,1,,,
12.2031,52.3834,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.2131,-0.696487,13.0282,12.13452778,1.57563379,4.72,1.83,1,,,
12.2131,52.5499,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.2231,-0.697597,13.1512,12.19980556,1.57600024,4.72,1.83,1,,,
12.2231,52.7165,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.2331,-0.69874,13.2739,12.26002778,1.576368435,4.72,1.83,1,,,
12.2331,52.8831,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.2431,-0.699899,13.3943,12.31247222,1.57673314,4.72,1.83,1,,,
12.2431,53.0496,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.2531,-0.701134,13.5175,12.35686111,1.57710308,4.72,1.83,1,,,
12.2531,53.2161,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.2631,-0.702429,13.6423,12.39413889,1.57747302,4.72,1.83,1,,,
12.2631,53.3826,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.2731,-0.703776,13.7677,12.42558333,1.577834235,4.72,1.83,1,,,
12.2731,53.5491,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.2832,-0.705046,13.882,12.45022222,1.57815008,4.72,1.83,1,,,
12.2832,53.7156,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.2932,-0.706612,14.0175,12.47594444,1.57850955,4.72,1.83,1,,,
12.2932,53.882,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.3032,-0.708097,14.142,12.49744444,1.57882365,4.72,1.83,1,,,
12.3032,54.0485,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.3132,-0.709635,14.2671,12.51761111,1.57912379,4.72,1.83,1,,,
12.3132,54.2151,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.3232,-0.711225,14.3929,12.53680556,1.57940997,4.72,1.83,1,,,
12.3232,54.3816,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.3332,-0.712836,14.5169,12.55486111,1.579676955,4.72,1.83,1,,,
12.3332,54.5481,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.3432,-0.714512,14.6432,12.57266667,1.579935215,4.72,1.83,1,,,
12.3432,54.7146,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.3532,-0.716208,14.7685,12.58994444,1.58017777,4.72,1.83,1,,,
12.3532,54.8813,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.3632,-0.717935,14.894,12.60694444,1.580409855,4.72,1.83,1,,,
12.3632,55.0481,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.3732,-0.719711,15.0208,12.62383333,1.58063147,4.72,1.83,1,,,
12.3732,55.2149,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.3832,-0.721519,15.1481,12.64061111,1.580842615,4.72,1.83,1,,,
12.3832,55.3817,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.3932,-0.723364,15.2763,12.65733333,1.581045035,4.72,1.83,1,,,
12.3932,55.5486,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.4032,-0.725213,15.4032,12.67366667,1.58123873,4.72,1.83,1,,,
12.4032,55.7155,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.4132,-0.727078,15.5298,12.68977778,1.5814237,4.72,1.83,1,,,
12.4132,55.8825,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.4232,-0.728978,15.6574,12.70591667,1.581603435,4.72,1.83,1,,,
12.4232,56.0495,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.4332,-0.730876,15.7838,12.72186111,1.58177619,4.72,1.83,1,,,
12.4332,56.2165,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.4432,-0.732728,15.9061,12.73725,1.58193673,4.72,1.83,1,,,
12.4432,56.3835,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.4532,-0.73468,16.0339,12.75330556,1.58210076,4.72,1.83,1,,,
12.4532,56.5502,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.4632,-0.736726,16.1669,12.76975,1.582266535,4.72,1.83,1,,,
12.4632,56.7169,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.4732,-0.73865,16.2911,12.78488889,1.582416605,4.72,1.83,1,,,
12.4732,56.8835,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.4832,-0.740635,16.4184,12.80019444,1.582566675,4.72,1.83,1,,,
12.4832,57.0502,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.4932,-0.742657,16.5472,12.81561111,1.582713255,4.72,1.83,1,,,
12.4932,57.2169,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.5032,-0.744674,16.6749,12.83080556,1.582856345,4.72,1.83,1,,,
12.5032,57.3835,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.5132,-0.746723,16.8037,12.84613889,1.582995945,4.72,1.83,1,,,
12.5132,57.5502,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.5232,-0.748794,16.9332,12.86147222,1.5831338,4.72,1.83,1,,,
12.5232,57.7169,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.5332,-0.750863,17.0615,12.87669444,1.58326642,4.72,1.83,1,,,
12.5332,57.8836,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.5432,-0.752942,17.1897,12.89186111,1.58339555,4.72,1.83,1,,,
12.5432,58.0503,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.5532,-0.755051,17.319,12.90719444,1.58352468,4.72,1.83,1,,,
12.5532,58.2172,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.5632,-0.757213,17.4506,12.92308333,1.583652065,4.72,1.83,1,,,
12.5632,58.3841,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.5732,-0.759335,17.5789,12.93886111,1.583774215,4.72,1.83,1,,,
12.5732,58.5511,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.5832,-0.761507,17.7095,12.95508333,1.58389462,4.72,1.83,1,,,
12.5832,58.718,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.5932,-0.763652,17.8378,12.97116667,1.584011535,4.72,1.83,1,,,
12.5932,58.885,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.6032,-0.765862,17.9691,12.98769444,1.584126705,4.72,1.83,1,,,
12.6032,59.0517,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.6132,-0.767991,18.0949,13.00372222,1.58423664,4.72,1.83,1,,,
12.6132,59.2184,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.6232,-0.770153,18.222,13.02036111,1.58434483,4.72,1.83,1,,,
12.6232,59.3851,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.6332,-0.772454,18.357,13.03841667,1.58446698,4.72,1.83,1,,,
12.6332,59.5518,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.6432,-0.774693,18.4888,13.05630556,1.584597855,4.72,1.83,1,,,
12.6432,59.7185,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.6532,-0.776864,18.6183,13.07383333,1.584737455,4.72,1.83,1,,,
12.6532,59.8848,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.6632,-0.779025,18.7494,13.09133333,1.584884035,4.72,1.83,1,,,
12.6632,60.051,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.6733,-0.781162,18.8819,13.10866667,1.58503236,4.72,1.83,1,,,
12.6733,60.2172,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.6833,-0.783228,19.013,13.12538889,1.58516847,4.72,1.83,1,,,
12.6833,60.3835,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.6933,-0.785206,19.1425,13.14133333,1.585281895,4.72,1.83,1,,,
12.6933,60.5497,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.7033,-0.787151,19.2734,13.15686111,1.585369145,4.72,1.83,1,,,
12.7033,60.7161,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.7133,-0.789059,19.4062,13.17225,1.58541975,4.72,1.83,1,,,
12.7133,60.8827,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.7233,-0.790872,19.5382,13.18644444,1.58540579,4.72,1.83,1,,,
12.7233,61.0493,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.7333,-0.792567,19.6692,13.19852778,1.58529062,4.72,1.83,1,,,
12.7333,61.2158,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.7433,-0.794238,19.8026,13.21080556,1.585093435,4.72,1.83,1,,,
12.7433,61.3824,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.7533,-0.795893,19.9362,13.22327778,1.58484041,4.72,1.83,1,,,
12.7533,61.5495,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.7633,-0.79754,20.0688,13.23588889,1.584542015,4.72,1.83,1,,,
12.7633,61.7167,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.7733,-0.799187,20.2004,13.24897222,1.584186035,4.72,1.83,1,,,
12.7733,61.884,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.7833,-0.800877,20.3343,13.26305556,1.583767235,4.72,1.83,1,,,
12.7833,62.0513,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.7933,-0.802551,20.4651,13.27766667,1.583299575,4.72,1.83,1,,,
12.7933,62.2186,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.8033,-0.80431,20.5997,13.29355556,1.58276037,4.72,1.83,1,,,
12.8033,62.3827,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.8133,-0.806096,20.7319,13.30986111,1.582175795,4.72,1.83,1,,,
12.8133,62.5457,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.8233,-0.807947,20.8645,13.32680556,1.58154934,4.72,1.83,1,,,
12.8233,62.7087,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.8333,-0.809868,20.9975,13.34436111,1.58089322,4.72,1.83,1,,,
12.8333,62.8717,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.8433,-0.81189,21.1327,13.36127778,1.58021965,4.72,1.83,1,,,
12.8433,63.0347,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.8533,-0.813858,21.2601,13.374,1.57959494,4.72,1.83,1,,,
12.8533,63.2021,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.8633,-0.815946,21.3945,13.38016667,1.57897721,4.72,1.83,1,,,
12.8633,63.3721,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.8733,-0.81803,21.531,13.37805556,1.578413575,4.72,1.83,1,,,
12.8733,63.5421,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.8833,-0.820047,21.6672,13.37588889,1.577900545,4.72,1.83,1,,,
12.8833,63.7121,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.8933,-0.821905,21.7994,13.37469444,1.577439865,4.72,1.83,1,,,
12.8933,63.8821,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.9033,-0.823691,21.9351,13.37411111,1.576989655,4.72,1.83,1,,,
12.9033,64.0473,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.9133,-0.825298,22.0692,13.38163889,1.57657609,4.72,1.83,1,,,
12.9133,64.2109,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.9233,-0.826686,22.2037,13.40422222,1.576249775,4.72,1.83,1,,,
12.9233,64.3745,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.9333,-0.827819,22.3362,13.43158333,1.576012455,4.72,1.83,1,,,
12.9333,64.5381,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.9433,-0.828783,22.4676,13.45558333,1.575810035,4.72,1.83,1,,,
12.9433,64.7017,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.9533,-0.829636,22.6008,13.47541667,1.57560587,4.72,1.83,1,,,
12.9533,64.8695,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.9633,-0.830399,22.7368,13.49233333,1.575394725,4.72,1.83,1,,,
12.9633,65.0396,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.9733,-0.831073,22.876,13.50816667,1.575185325,4.72,1.83,1,,,
12.9733,65.2097,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.9833,-0.831645,23.0113,13.52322222,1.57499512,4.72,1.83,1,,,
12.9833,65.3798,-1.7,16.66666667,0.0,4.72,1.83,4,,,
12.9933,-0.832147,23.1462,13.53825,1.574822365,4.72,1.83,1,,,
12.9933,65.5498,-1.7,16.66666667,0.0,4.72,1.83,4,,,
13.0033,-0.832598,23.2827,13.55363889,1.57466008,4.72,1.83,1,,,
13.0033,65.7174,-1.7,16.66666667,0.0,4.72,1.83,4,,,
13.0133,-0.833004,23.4181,13.56905556,1.574508265,4.72,1.83,1,,,
13.0133,65.8841,-1.7,16.66666667,0.0,4.72,1.83,4,,,
13.0233,-0.83339,23.5542,13.58444444,1.574354705,4.72,1.83,1,,,
13.0233,66.0508,-1.7,16.66666667,0.0,4.72,1.83,4,,,
13.0333,-0.833757,23.6892,13.59944444,1.574201145,4.72,1.83,1,,,
13.0333,66.2175,-1.7,16.66666667,0.0,4.72,1.83,4,,,
13.0433,-0.834118,23.8262,13.61430556,1.574047585,4.72,1.83,1,,,
